name,brand,accords,notes,rating,score,source,url
9pm pour Femme Afnan for women,Afnan,"[['woody', 100.0], ['rose', 75.270673797927], ['floral', 68.584586391326], ['fruity', 66.087406601282], ['aromatic', 65.040411949727], ['powdery', 63.590226811238], ['violet', 61.818139590439], ['fresh', 56.663061221781], ['sweet', 53.118422275014], ['amber', 50.94360907245]]","{'head': ['Raspberry', 'Violet', 'Apple', 'Orange'], 'heart': ['Rose', 'Iris', 'Peony', 'Jasmine'], 'base': ['Pine', 'Cypress', 'Amber', 'Cedar']}",3.69,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9pm-pour-Femme-78544.html
9am Afnan for women,Afnan,"[['citrus', 100.0], ['musky', 64.035166920009], ['aromatic', 60.720653279541], ['woody', 60.720653279541], ['warm spicy', 54.982456541367], ['lavender', 51.766746288444], ['mossy', 48.303827559802], ['powdery', 47.908213995908], ['earthy', 47.759808907734], ['fruity', 47.710207207104]]","{'head': ['Lemon', 'Mandarin Orange', 'Cardamom', 'Pink Pepper'], 'heart': ['Lavender', 'Orange Blossom', 'Green Apple', 'Rose'], 'base': ['Musk', 'Moss', 'Cedar', 'Patchouli']}",3.69,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9am-70706.html
Riwayat El Misk Afnan for women,Afnan,"[['fruity', 100.0], ['woody', 87.037357405794], ['citrus', 57.222323391303], ['rose', 57.222323391303], ['leather', 55.926195710142], ['white floral', 55.926195710142], ['patchouli', 55.926195710142], ['fresh', 53.333485086955], ['floral', 53.333485086955], ['smoky', 50.740774463768]]","{'head': ['Black Currant', 'Pineapple', 'Bergamot', 'Apple'], 'heart': ['Red Rose', 'Jasmine'], 'base': ['Patchouli', 'Birch', 'Bark']}",4.0,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Riwayat-El-Misk-101014.html
9am Dive Afnan for women and men,Afnan,"[['fruity', 100.0], ['woody', 95.306339767945], ['green', 94.868638508851], ['fresh spicy', 84.889765389399], ['aromatic', 83.959501133014], ['citrus', 83.87780484896], ['fresh', 79.159099040771], ['soft spicy', 55.542909716661], ['warm spicy', 54.685993218953], ['balsamic', 48.824732080487]]","{'head': ['Lemon', 'Mint', 'Black Currant', 'Pink Pepper'], 'heart': ['Apple', 'Cedar', 'Incense'], 'base': ['Ginger', 'Sandalwood', 'Patchouli', 'Jasmine']}",4.23,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9am-Dive-78611.html
Supremacy in Oud Afnan for women and men,Afnan,"[['warm spicy', 100.0], ['oud', 97.67940552017], ['fresh spicy', 94.844479830149], ['sweet', 91.372080679406], ['patchouli', 65.78821656051], ['metallic', 60.650743099788], ['lavender', 56.929936305732], ['musky', 56.221337579618], ['leather', 54.520700636943], ['woody', 51.472929936306]]","{'head': ['Saffron', 'Nutmeg', 'Lavender'], 'heart': ['Agarwood (Oud)', 'Sweet Notes'], 'base': ['Patchouli', 'Musk']}",4.3,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-in-Oud-68283.html
Tribute Black Afnan for women and men,Afnan,"[['warm spicy', 100.0], ['floral', 96.66673825388], ['musky', 96.66673825388], ['amber', 80.00005369041], ['woody', 80.00005369041], ['powdery', 70.833114097491], ['animalic', 49.99994630959]]","{'head': [], 'heart': [], 'base': ['Musk', 'Amber', 'Woody Notes']}",4.21,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Tribute-Black-71175.html
La Fleur Bouquet Afnan for women,Afnan,"[['sweet', 100.0], ['floral', 87.095056457633], ['fruity', 84.227381952221], ['white floral', 82.141540686823], ['powdery', 76.275545912654], ['citrus', 66.2382768757], ['musky', 52.159971071295], ['rose', 50.856779581934], ['fresh', 47.597576054498]]","{'head': ['White Flowers', 'Flowers'], 'heart': ['Fruits', 'Citruses', 'Musk'], 'base': ['Sweet Notes', 'Powdery Notes', 'Rose', 'Exotic Woods']}",3.98,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/La-Fleur-Bouquet-70707.html
Ouddiction Afnan for women and men,Afnan,"[['woody', 100.0], ['oud', 85.118030756703], ['leather', 80.157176422688], ['aromatic', 77.677046135055], ['warm spicy', 71.200919477832], ['fresh spicy', 69.685053395876], ['lavender', 65.826809055669], ['sweet', 61.279210809802], ['amber', 60.314946604124], ['tobacco', 58.661328492786]]","{'head': ['Agarwood (Oud)', 'Lavender', 'Saffron', 'Bergamot'], 'heart': ['Tonka Bean', 'Tobacco', 'Cedar', 'Sandalwood', 'Geranium'], 'base': ['Leather', 'Brazilian Rosewood', 'Amber', 'Patchouli', 'Vetiver']}",4.39,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Ouddiction-77452.html
Tribute Blue Afnan for women and men,Afnan,"[['woody', 100.0], ['amber', 90.117770115833], ['musky', 84.215705264789], ['fresh spicy', 69.117498934645], ['powdery', 62.048967574478], ['warm spicy', 50.862743578817], ['aromatic', 50.039127571379], ['balsamic', 44.41173052338]]","{'head': ['Nutmeg', 'Pimento Seeds', 'Bergamot'], 'heart': ['Amber', 'Cashmere Wood'], 'base': ['Musk', 'White Wood', 'Vetiver', 'Incense']}",4.15,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Tribute-Blue-71174.html
9PM Elixir Afnan for women and men,Afnan,"[['warm spicy', 100.0], ['patchouli', 65.264678199344], ['aromatic', 65.176527863425], ['vanilla', 63.50121709779], ['fresh spicy', 59.269546590503], ['balsamic', 58.564343903151], ['leather', 58.211742559476], ['woody', 58.035441887638], ['lavender', 54.685274739541], ['amber', 52.921813637986]]","{'head': ['Cardamom', 'Nutmeg', 'elemi'], 'heart': ['Pimento', 'Leather', 'Lavender'], 'base': ['Patchouli', 'Vanilla', 'Labdanum', 'Rock rose']}",4.17,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/9PM-Elixir-111894.html
Musctique Afnan for women and men,Afnan,"[['green', 100.0], ['musky', 86.927733111542], ['aromatic', 83.132797338508], ['warm spicy', 81.024397005822], ['white floral', 67.952130117364], ['fresh spicy', 62.470196839479], ['powdery', 62.259033361057], ['oud', 55.301266056742], ['fresh', 52.771000831716]]","{'head': ['Musk', 'Cardamom', 'Saffron'], 'heart': ['Lily-of-the-Valley', 'Vanilla'], 'base': ['Musk', 'Mint', 'Agarwood (Oud)']}",4.62,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Musctique-77451.html
Supremacy Collector's Edition Pour Homme Afnan for men,Afnan,"[['fruity', 100.0], ['white floral', 93.551637958934], ['sweet', 89.184976086878], ['citrus', 87.79109281168], ['amber', 75.341166528822], ['animalic', 64.906864684095], ['mossy', 62.890610953289], ['tropical', 58.895861052177], ['fresh', 58.579956129311], ['musky', 58.059531087058]]","{'head': ['Pineapple', 'Bergamot', 'White Flowers', 'Apple'], 'heart': ['Orange Blossom', 'Birch', 'Amber'], 'base': ['oak moss', 'Musk', 'Ambergris']}",4.51,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Supremacy-Collector-s-Edition-Pour-Homme-98689.html
Zabarjad Afnan for women and men,Afnan,"[['sweet', 100.0], ['fruity', 68.499948423984], ['green', 60.799907163172], ['woody', 60.799907163172], ['amber', 55.200041260813], ['powdery', 54.360125845478], ['honey', 49.599917478375]]","{'head': ['Sweet Notes', 'Herbal Notes', 'Amber'], 'heart': ['Fruits', 'Amber', 'Woodsy Notes'], 'base': ['Honey', 'Powdery Notes', 'Cedar']}",4.36,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Zabarjad-72318.html
Kiaana Angel Afnan for women,Afnan,"[['sweet', 100.0], ['woody', 90.299554139066], ['fruity', 79.026157544933], ['vanilla', 70.243363446066], ['powdery', 50.449525544], ['fresh', 49.794226572867], ['white floral', 47.041271286667], ['nutty', 46.254601584666], ['warm spicy', 45.468320553467], ['green', 44.681650851467]]","{'head': ['Ice cream', 'Pistachio', 'Bergamot'], 'heart': ['White Peach', 'Raspberry', 'Pear', 'Jasmine'], 'base': ['Tonka', 'Sandalwood', 'Cedarwood']}",4.22,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Kiaana-Angel-97962.html
Patchouli On Fire Afnan for women and men,Afnan,"[['woody', 100.0], ['patchouli', 88.778710398058], ['warm spicy', 85.572448074361], ['lavender', 54.045836071933], ['earthy', 53.511584724183], ['balsamic', 47.633562836938]]","{'head': ['Spicy Notes', 'Woody Notes', 'Aromatic Notes'], 'heart': ['Patchouli', 'Lavender', 'Citruses'], 'base': ['Patchouli', 'Exotic Spices']}",3.91,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Patchouli-On-Fire-75681.html
Violet Bouquet Afnan for women,Afnan,"[['amber', 100.0], ['sweet', 80.318834228114], ['warm spicy', 73.775245608269], ['citrus', 65.507103465907], ['animalic', 59.420401007998], ['woody', 54.855191556189], ['metallic', 45.724772652569], ['mossy', 45.217486578284]]","{'head': ['Sweet Notes', 'Saffron', 'Woodsy Notes', 'Citruses'], 'heart': ['Amber', 'Orange', 'Lemon Zest', 'Herbal Notes'], 'base': ['Ambergris', 'Spices', 'Woodsy Notes', 'Oakmoss']}",3.69,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Violet-Bouquet-70461.html
Mirsaal With Love Afnan for women,Afnan,"[['oud', 100.0], ['woody', 85.695616104808], ['caramel', 78.695389853152], ['mossy', 63.478080524042], ['amber', 57.391156792398], ['earthy', 53.434769492658], ['sweet', 51.608541538727], ['musky', 51.304233060754], ['floral', 48.260771194932], ['powdery', 44.760658069104]]","{'head': ['Caramel', 'Herbal Notes', 'Green Notes'], 'heart': ['Agarwood (Oud)', 'Woodsy Notes', 'Floral Notes'], 'base': ['Moss', 'Amber', 'Musk']}",3.86,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Mirsaal-With-Love-66848.html
Mirsaal of Trust Afnan for men,Afnan,"[['amber', 100.0], ['woody', 85.133067074764], ['fruity', 78.824418648053], ['warm spicy', 72.241424358927], ['musky', 70.705087529394], ['sweet', 64.176962412751], ['aromatic', 56.770930536374], ['earthy', 53.260174436689], ['metallic', 49.200726612171], ['leather', 45.360320007963]]","{'head': ['Ambroxan', 'Vetiver'], 'heart': ['Raspberry', 'Saffron'], 'base': ['Cashmere Wood', 'Amber', 'Carnation']}",4.17,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Mirsaal-of-Trust-66849.html
Delicious Bouquet Afnan for women,Afnan,"[['sweet', 100.0], ['citrus', 99.520550848741], ['vanilla', 81.301483100886], ['caramel', 65.160028341822], ['white floral', 61.96370066676], ['powdery', 51.495515572862], ['musky', 50.776129887904], ['rum', 50.456497120398], ['aromatic', 49.657415201633]]","{'head': ['Lemon', 'Vanilla', 'Bergamot', 'White Flowers'], 'heart': ['Rum', 'Sugar', 'Orange Blossom', 'Whipped Cream', 'Honey'], 'base': ['Caramel', 'Vanilla', 'Musk', 'Tonka']}",4.58,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Delicious-Bouquet-106062.html
Highness VI Afnan for men,Afnan,"[['amber', 100.0], ['fresh spicy', 75.161249047982], ['animalic', 65.000213252094], ['warm spicy', 62.741873571973], ['lavender', 61.612916984006], ['musky', 61.612916984006], ['powdery', 54.613130236101], ['woody', 49.645209444021], ['fruity', 48.06458492003], ['patchouli', 48.06458492003]]","{'head': ['Ambergris', 'Spices', 'Nutmeg'], 'heart': ['Lavender', 'Patchouli', 'Black Currant'], 'base': ['Amber', 'Musk', 'Oakmoss']}",4.39,0,Fragrantica,https://www.fragrantica.com/perfume/Afnan/Highness-VI-78115.html
Angels' Powder BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['vanilla', 64.983625704579], ['powdery', 60.885308949883], ['caramel', 48.688604458325], ['musky', 48.426164026883], ['fruity', 46.721204631909]]","{'head': ['Nail Polish', 'Sugar', 'Pink Pepper'], 'heart': ['Cotton Candy', 'Raspberry', 'Vanilla Sugar'], 'base': ['White Musk', 'Heliotrope', 'Guaiac Wood']}",3.78,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Angels-Powder-91213.html
Fig Porn BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['fruity', 100.0], ['sweet', 84.875066311216], ['woody', 80.397800146388], ['powdery', 73.337586204581], ['vanilla', 63.866464319529], ['musky', 60.422377265493], ['rose', 54.682545544894], ['fresh', 53.591549768666], ['floral', 52.214290990404], ['citrus', 51.553864852705]]","{'head': ['Fig', 'Pear', 'Bergamot'], 'heart': ['Turkish Rose', 'Peony', 'Cedar'], 'base': ['Vanilla', 'Musk', 'Sandalwood', 'Amber']}",3.61,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Fig-Porn-78866.html
Happy Nuts BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['vanilla', 77.807477762702], ['woody', 76.650836725464], ['nutty', 74.819312528268], ['almond', 71.927709935173], ['caramel', 68.554349464797], ['green', 54.385496758631], ['honey', 53.614578622041], ['aromatic', 53.421981004071], ['fruity', 52.554500226142]]","{'head': ['Pistachio', 'Almond', 'Caramel', 'Rum', 'Honey'], 'heart': ['Vanilla', 'Sesame', 'Davana'], 'base': ['Tonka', 'Tobacco', 'Guaiac Wood', 'White Musk', 'Ambergris', 'Patchouli']}",4.0,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Happy-Nuts-88768.html
Mary Jane BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['aromatic', 100.0], ['green', 79.295321876148], ['woody', 67.602818712495], ['fruity', 51.909111319753], ['citrus', 51.36511613667], ['sweet', 49.500602114545], ['cannabis', 49.422735436992], ['fresh spicy', 49.267359268482], ['herbal', 45.693707392742]]","{'head': ['Mint', 'Rhubarb', 'Grapefruit', 'cannabis'], 'heart': ['Passionfruit', 'elemi', 'Sage'], 'base': ['Pine', 'Woodsy Notes', 'Cashmere Wood', 'Caramel']}",3.67,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Mary-Jane-91211.html
Drunk Maple BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['woody', 87.286517060271], ['warm spicy', 68.293238329599], ['coffee', 61.655709406104], ['rum', 60.225878723326], ['vanilla', 57.009586072648], ['powdery', 47.461710801778], ['amber', 47.359606273185], ['leather', 47.155397215999], ['musky', 44.091894075734]]","{'head': ['Rum', 'Davana', 'Pink Pepper'], 'heart': ['Syrup', 'Maple', 'Coffee', 'Suede'], 'base': ['Vanilla', 'Benzoin', 'Orcanox™', 'Sandalwood']}",3.82,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Drunk-Maple-91212.html
Smokin' Gun BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['warm spicy', 60.638404043548], ['aromatic', 58.1853936503], ['tobacco', 53.442381057139], ['smoky', 53.442381057139], ['whiskey', 53.224160411223], ['amber', 50.116863675143], ['rum', 49.189895423644], ['leather', 48.535609080812], ['balsamic', 48.018039287228]]","{'head': ['Rum', 'Juniper', 'Bitter Orange', 'Campari'], 'heart': ['Incense', 'Whiskey', 'Leather', 'Pine', 'Cinnamon', 'Oak'], 'base': ['Tobacco', 'Virginia Cedar', 'Vanilla', 'Sandalwood']}",3.88,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Smokin-Gun-78859.html
Drunk Saffron BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['warm spicy', 100.0], ['vanilla', 75.806750512713], ['fruity', 74.027822391342], ['sweet', 71.315324553384], ['woody', 69.00280447728], ['leather', 67.179338291616], ['powdery', 51.302599392157], ['metallic', 50.902189221912], ['coffee', 46.454868918485], ['musky', 45.120889031652]]","{'head': ['Plum', 'Cognac'], 'heart': ['Saffron', 'Leather', 'Coffee'], 'base': ['Vanilla', 'Musk', 'Patchouli']}",3.99,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Drunk-Saffron-78857.html
Sex & Cognac BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['leather', 72.332118935471], ['oud', 68.735186964895], ['warm spicy', 64.723362115903], ['animalic', 54.76286354285]]","{'head': [], 'heart': ['Leather', 'Papyrus'], 'base': ['Cognac', 'Laotian Oud']}",3.29,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Sex-Cognac-78858.html
Black Guava BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['fruity', 100.0], ['oud', 87.731971851422], ['tropical', 85.051236941381], ['woody', 84.020331543819], ['fresh', 75.670251741149], ['warm spicy', 73.556387840975], ['amber', 73.299296285548], ['earthy', 72.371227510157], ['patchouli', 69.175039901335], ['rose', 68.659587202554]]","{'head': ['Guava', 'Mandarin', 'Cardamom'], 'heart': ['Oud', 'Peony', 'Rose', 'Geranium'], 'base': ['Amber', 'Patchouli', 'Cypriol']}",3.71,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Black-Guava-102807.html
Be My Cookie BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['musky', 86.276186056358], ['leather', 61.072641117706], ['vanilla', 60.20948845086], ['fruity', 55.894010079545], ['smoky', 54.858169886748], ['woody', 45.53646304031]]","{'head': [], 'heart': ['Cookie', 'Castoreum'], 'base': ['Tonquitone™', 'Vanilla Absolute']}",2.84,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Be-My-Cookie-100081.html
Mad Honey BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['honey', 100.0], ['sweet', 90.277639954069], ['vanilla', 85.55513814661], ['rose', 75.888844785302], ['amber', 72.22218284402], ['warm spicy', 67.666392594378], ['rum', 64.666576884365], ['floral', 64.33315376873], ['woody', 54.333437291788], ['patchouli', 48.889014899137]]","{'head': ['Rum', 'Pink Pepper'], 'heart': ['Honey', 'May Rose'], 'base': ['Tonka Bean', 'Benzoin', 'Bourbon Vanilla', 'Patchouli', 'Orcanox™']}",3.65,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Mad-Honey-88767.html
Warm Air BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['amber', 96.55724646795], ['aromatic', 72.841571290823], ['caramel', 72.076468368759], ['rum', 69.781578837044], ['warm spicy', 58.497044396931], ['balsamic', 56.776086865384], ['green', 54.480778099191], ['sweet', 51.803127489205], ['fresh spicy', 49.125476879219]]","{'head': [], 'heart': ['Rum', 'Caramel', 'Davana'], 'base': ['Amberwood', 'Cashmere Wood', 'Ambergris']}",3.09,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Warm-Air-109046.html
Oud Candy BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['woody', 96.645776655007], ['oud', 86.875], ['leather', 83.375113356652], ['warm spicy', 61.718891695816], ['mossy', 57.708333333333], ['animalic', 56.104336701645], ['caramel', 54.791666666667], ['white floral', 54.791666666667], ['earthy', 52.166893379971]]","{'head': ['Brown sugar', 'Sweet Notes', 'Nutty Notes', 'Milk'], 'heart': [], 'base': ['Oud', 'Leather', 'Saffron', 'Oakmoss', 'Caramel', 'Ambroxan', 'Vanilla', 'Sandalwood', 'Cedarwood', 'dark woodsy notes']}",3.15,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Oud-Candy-102809.html
Filthy Musk BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['musky', 100.0], ['sweet', 76.595511287598], ['powdery', 68.099482240407], ['animalic', 66.790274456462], ['amber', 59.335852657906], ['vanilla', 54.740571729449], ['honey', 54.580088194642], ['fruity', 47.313025163994], ['caramel', 46.564741888067]]","{'head': ['Musk', 'Honey', 'Pineapple'], 'heart': ['Musk', 'Jasmine', 'Nutmeg', 'Patchouli'], 'base': ['Musk', 'Civet', 'Vanilla', 'Caramel', 'Tonka', 'Ambergris', 'Ambroxan', 'Rum']}",3.73,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Filthy-Musk-97130.html
Wabi-Sabi BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['amber', 100.0], ['woody', 93.699918267948], ['aromatic', 80.92490659194], ['fresh spicy', 70.250116760075], ['balsamic', 52.504920603149], ['animalic', 48.025128436082]]","{'head': ['Jasmine', 'Saffron', 'Black Currant'], 'heart': ['Frankincense', 'Hinoki Wood', 'Cypress', 'elemi'], 'base': ['Ambergris', 'Woody Notes', 'Ambroxan', 'White Musk', 'Vanilla']}",3.91,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Wabi-Sabi-89851.html
Indecent Cherry BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['cherry', 98.283467259361], ['fruity', 77.491451530176], ['almond', 68.006496837066], ['nutty', 66.778936570354], ['vanilla', 60.497520943751], ['amber', 52.824841853308], ['powdery', 48.845101726791], ['rose', 46.687040519747], ['warm spicy', 45.056847324329]]","{'head': ['Cherry', 'Almond', 'Saffron'], 'heart': ['Sour Cherry', 'Strawberry', 'Bulgarian Rose', 'Mimosa'], 'base': ['Vanilla', 'Amber', 'Musk', 'Benzoin', 'Patchouli']}",3.8,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Indecent-Cherry-78868.html
Musc X BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['amber', 100.0], ['musky', 82.818235365614], ['sweet', 54.500032723431], ['powdery', 47.500054539052], ['caramel', 42.727233062508]]","{'head': [], 'heart': ['Cotton Candy', 'Labdanum'], 'base': ['Musk', 'Ambroxan', 'Sinfonide', 'Benzoin', 'Ambrette', 'Amber Xtreme']}",3.56,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Musc-X-109043.html
Unholy Oud BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['oud', 66.173221158823], ['warm spicy', 62.7513810075], ['amber', 58.742930276766], ['balsamic', 56.689957934559], ['powdery', 53.268117783236], ['vanilla', 51.508286045002], ['patchouli', 48.575562519409], ['smoky', 45.642509622352]]","{'head': ['Incense', 'Lemon', 'Bergamot'], 'heart': ['Laotian Oud', 'Turkish Rose', 'Bulgarian Rose'], 'base': ['Sandalwood', 'Patchouli', 'Palisander Rosewood', 'Tonka Bean', 'Heliotrope', 'Vanilla']}",3.52,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Unholy-Oud-78867.html
NSFW BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['rose', 100.0], ['woody', 97.355602755863], ['vanilla', 86.777389069361], ['warm spicy', 80.555277906686], ['violet', 76.666458430015], ['amber', 76.666458430015], ['powdery', 74.799825081212], ['patchouli', 70.44434726734], ['floral', 60.800074965195], ['fresh spicy', 58.000124941991]]","{'head': ['Bulgarian Rose', 'Turkish Rose', 'May Rose', 'Damask Rose'], 'heart': ['Vanilla', 'Geranium', 'Papyrus'], 'base': ['Benzoin', 'Violet', 'Patchouli', 'Laotian Oud']}",3.31,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/NSFW-78869.html
L'Animal BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['powdery', 100.0], ['honey', 94.473757732987], ['almond', 86.030732388745], ['floral', 82.039433246857], ['sweet', 81.118020355219], ['vanilla', 75.285012971463], ['leather', 71.907802833766], ['woody', 69.144681700259], ['musky', 59.933905408102], ['nutty', 52.10496906805]]","{'head': ['Almond', 'Rum', 'Nutmeg'], 'heart': ['Suede', 'Heliotrope', 'Mugane'], 'base': ['Honey', 'Sandalwood', 'Vanilla', 'Guaiac Wood']}",3.28,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/L-Animal-97128.html
Drunk Lovers BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['warm spicy', 75.028431744206], ['aromatic', 70.516804141231], ['fresh spicy', 67.434476267664], ['citrus', 60.644387508333], ['amber', 59.884900456215], ['vanilla', 58.634034431823], ['powdery', 58.299128093178], ['fruity', 57.562059634766], ['sweet', 54.747839841044]]","{'head': ['Red Berries', 'Cognac', 'Grapefruit', 'Juniper', 'Bergamot', 'Lemon'], 'heart': ['Pepper', 'Ginger', 'Cypress', 'Clary Sage'], 'base': ['Vanilla', 'Sandalwood', 'Amber', 'Musk', 'Virginian Cedar', 'Benzoin', 'Cinnamon', 'Patchouli', 'Vetiver', 'Cardamom']}",4.16,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Drunk-Lovers-81882.html
Dirty Rice BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['lactonic', 81.283778106681], ['musky', 74.309701854282], ['powdery', 72.038998726757], ['savory', 61.140166620347], ['sweet', 56.809588748925], ['floral', 56.793301577658], ['almond', 51.732967949174], ['warm spicy', 49.819225325259], ['nutty', 46.997020481764]]","{'head': ['Almond', 'Bergamot'], 'heart': ['Rice Basmati', 'Milk', 'Peony'], 'base': ['Sandalwood', 'Musk', 'Cedar', 'Cetalox', 'Vetiver']}",3.85,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Dirty-Rice-78862.html
Black Mango BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['tropical', 100.0], ['sweet', 93.182042541377], ['fruity', 86.000215946075], ['oud', 75.454489364656], ['woody', 73.545526060064], ['leather', 63.636300535238], ['powdery', 61.999969150561], ['amber', 57.272909564869], ['citrus', 52.727244682328], ['terpenic', 52.591198654964]]","{'head': ['Mango', 'Orange'], 'heart': ['Mango', 'Tolu Balsam', 'Bourbon Vanilla'], 'base': ['Oud', 'Leather', 'Cypriol', 'Sandalwood']}",3.76,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Black-Mango-102808.html
Not Vanilla BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['woody', 100.0], ['amber', 68.482075822962], ['fresh spicy', 67.140860287251], ['musky', 66.934486568312], ['aromatic', 64.871176653706], ['powdery', 64.149082274811], ['sweet', 62.188745582284], ['vanilla', 60.950930543432], ['balsamic', 48.157896343138], ['camphor', 46.506906591629]]","{'head': ['Camphor', 'Nutmeg', 'Bergamot'], 'heart': ['Vanilla', 'Juniper Berries', 'Cedar', 'Violet'], 'base': ['Praline', 'Cetalox', 'Musk', 'Guaiac Wood', 'Moss', 'Amber']}",3.41,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Not-Vanilla-78865.html
Candy Dust BORNTOSTANDOUT® for women and men,BORNTOSTANDOUT®,"[['sweet', 100.0], ['fruity', 74.8436900369], ['vanilla', 57.562509225092], ['lactonic', 55.593800738007], ['fresh', 52.312324723247], ['floral', 51.328118081181], ['rose', 45.531217712177]]","{'head': ['Raspberry', 'Pear', 'Bergamot'], 'heart': ['Dragibus', 'Milk', 'Peony'], 'base': ['Sugar', 'Orcanox™', 'Tonka Bean', 'Moss']}",3.47,0,Fragrantica,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Candy-Dust-109042.html
