name,brand,accords,notes,rating,score,source,url
Magnolia Nobile Hair Mist Acqua di Parma for women,Acqua di Parma,"[['citrus', 100.0], ['floral', 71.333382887654], ['aromatic', 48.666710026697], ['woody', 44.666747192438], ['vanilla', 43.333426247685]]","{'head': ['Lemon', 'Citron', 'Bergamot'], 'heart': ['Magnolia', 'Rose', 'Jasmine', 'Tuberose'], 'base': ['Sandalwood', 'Vetiver', 'Vanilla', 'Patchouli']}",3.89,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Magnolia-Nobile-Hair-Mist-53649.html
Colonia Quercia Acqua di Parma for men,Acqua di Parma,"[['citrus', 100.0], ['aromatic', 99.836495328438], ['woody', 82.084988142518], ['fresh spicy', 80.133432383782], ['warm spicy', 74.115260436012], ['mossy', 67.629575130718], ['earthy', 62.791436898197], ['rose', 47.856510186005], ['herbal', 47.681005171576], ['patchouli', 46.126960770308]]","{'head': ['Bergamot', 'Lemon', 'Petitgrain', 'Pink Pepper'], 'heart': ['Geranium', 'Cedar', 'Cardamom'], 'base': ['Oakmoss', 'Tonka Bean', 'Patchouli']}",4.07,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Quercia-38674.html
Note Di Colonia V Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['woody', 91.303891191119], ['aromatic', 83.036915941147], ['fresh spicy', 71.764009808767], ['warm spicy', 66.395848382314], ['fresh', 51.579762764704], ['powdery', 46.319051058815]]","{'head': ['Calabrian bergamot', 'Lemon', 'Pink Pepper'], 'heart': ['Ginger', 'Juniper'], 'base': ['Cedar', 'Sandalwood']}",4.1,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-Di-Colonia-V-58955.html
Luce di Rosa Acqua di Parma for women and men,Acqua di Parma,"[['fresh spicy', 100.0], ['rose', 84.496488723951], ['citrus', 78.342163859549], ['aromatic', 77.684727376534], ['woody', 63.637567799029], ['warm spicy', 56.567228090208], ['soft spicy', 51.798515558093], ['musky', 50.906080502426], ['floral', 45.08067370825], ['herbal', 44.728175849272]]","{'head': ['Pink Pepper', 'Bergamot', 'Black Pepper', 'Mandarin', 'Cardamom'], 'heart': ['Bulgarian Rose', 'Geranium'], 'base': ['Guaiac Wood', 'Musk', 'Vetiver', 'Cedar']}",3.97,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Luce-di-Rosa-95859.html
Acqua Nobile Iris Acqua di Parma for women,Acqua di Parma,"[['citrus', 100.0], ['white floral', 60.389758766937], ['iris', 57.792182058871], ['powdery', 55.324749787098], ['violet', 43.896238585486]]","{'head': ['Citron', 'Grapefruit', 'Mandarin Orange'], 'heart': ['Iris', 'Orange Blossom', 'Neroli', 'Violet Leaves'], 'base': ['Musk', 'Vanilla']}",4.09,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-Nobile-Iris-17487.html
Acqua di Parma Magnolia Nobile Special Edition Acqua di Parma for women,Acqua di Parma,"[['floral', 100.0], ['citrus', 98.590294317795], ['woody', 87.503189860497], ['white floral', 83.744967108994], ['vanilla', 61.946381989339], ['aromatic', 59.315526823182], ['rose', 56.308551661563], ['powdery', 53.114012702733], ['tuberose', 52.55032891006], ['earthy', 46.161250992401]]","{'head': ['Bergamot', 'Virginia Cedar', 'Amalfi Lemon'], 'heart': ['Magnolia', 'Jasmine', 'Rose', 'Tuberose'], 'base': ['Vanille', 'Vetyver', 'Patchouli', 'Sandalwood']}",3.88,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Magnolia-Nobile-Special-Edition-10204.html
Crystal Incense Acqua di Parma for women and men,Acqua di Parma,"[['woody', 100.0], ['amber', 95.36124361771], ['fresh spicy', 89.879305798595], ['warm spicy', 87.770932713282], ['aromatic', 53.403528537527], ['citrus', 53.192942924947], ['patchouli', 53.192942924947], ['balsamic', 48.891459117386], ['fresh', 45.813217633099], ['powdery', 44.970036196275]]","{'head': ['Ginger', 'Grapefruit', 'Pepper'], 'heart': ['Atlas Cedar', 'Olibanum', 'Cardamom'], 'base': ['Siam Benzoin', 'Patchouli', 'Musk']}",4.43,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Crystal-Incense-92117.html
Acqua di Parma Gelsomino Nobile Acqua di Parma for women,Acqua di Parma,"[['white floral', 100.0], ['tuberose', 51.471932174775], ['citrus', 51.026003339879], ['animalic', 42.89009597563], ['musky', 40.811480373626]]","{'head': ['Mandarin Orange', 'Pink Pepper'], 'heart': ['Jasmine', 'Tuberose', 'Orange Blossom'], 'base': ['Musk', 'Cedar']}",4.1,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Gelsomino-Nobile-12921.html
Mirto di Panarea La Riserva Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['fresh spicy', 65.872521246459], ['herbal', 60.637068685274], ['woody', 58.116379510519], ['amber', 55.401616124089], ['citrus', 53.268750290252], ['patchouli', 47.451400176473], ['balsamic', 45.997306459852], ['warm spicy', 45.706357683555], ['lavender', 45.51228347188]]","{'head': ['Juniper Berries', 'Citron', 'Sage'], 'heart': ['Myrtle', 'Myrrh', 'Lavender'], 'base': ['Patchouli', 'Labdanum', 'Mastic or Lentisque']}",4.12,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Mirto-di-Panarea-La-Riserva-107111.html
Colonia Essenza Special Edition 2015 Acqua di Parma for men,Acqua di Parma,"[['citrus', 100.0], ['aromatic', 68.711146792142], ['fresh spicy', 55.785392911114], ['white floral', 51.9873952466], ['woody', 51.740967165819], ['earthy', 46.52390438247], ['green', 44.191853276549]]","{'head': ['Orange', 'Mandarin Orange', 'Bergamot', 'Petitgrain', 'Grapefruit'], 'heart': ['Neroli', 'Sage', 'Rosemary', 'Jasmine', 'Lily-of-the-Valley', 'Rose'], 'base': ['Moss', 'Vetiver', 'Cloves', 'Patchouli', 'Amber', 'Musk']}",4.42,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Essenza-Special-Edition-2015-31663.html
Acqua di Parma Colonia Designer Edition Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['amber', 81.219585943044], ['fresh spicy', 67.561260066027], ['fresh', 65.853753355342], ['aromatic', 64.146246644658], ['lavender', 64.146246644658], ['musky', 64.146246644658], ['rose', 64.146246644658], ['powdery', 54.75603961618], ['floral', 47.073339298386]]","{'head': ['Citruses', 'Lavender', 'Rosemary'], 'heart': ['Rose', 'Jasmine'], 'base': ['Amber', 'Musk']}",4.08,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Designer-Edition-13806.html
Quercia Eau de Parfum Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['citrus', 98.867093829274], ['woody', 92.7761714202], ['warm spicy', 82.140130924568], ['mossy', 70.401949218539], ['fresh spicy', 69.759123468499], ['earthy', 66.606524638955], ['patchouli', 50.813305267054], ['soft spicy', 49.772693977316], ['vanilla', 47.783226542682]]","{'head': ['Lemon', 'Calabrian bergamot', 'Pink Pepper', 'Petitgrain'], 'heart': ['Cedar', 'Cardamom', 'Geranium'], 'base': ['Moss', 'Tonka Bean', 'Patchouli']}",4.0,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Quercia-Eau-de-Parfum-56001.html
Acqua di Parma Colonia Assoluta Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['woody', 66.204687100378], ['aromatic', 53.4514306739], ['earthy', 49.008646412434], ['fresh spicy', 47.286498225399], ['yellow floral', 46.280786298555], ['sweet', 45.850170729628], ['warm spicy', 45.477661564969]]","{'head': ['Bitter Orange', 'Bergamot', 'Lemon Verbena', 'Sweet Orange'], 'heart': ['Ylang-Ylang', 'Vetiver', 'Jasmine', 'Cedar', 'Pink Pepper', 'Cardamom', 'Paprika'], 'base': ['Oakmoss', 'Resins', 'White Musk', 'Patchouli']}",4.23,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Assoluta-1682.html
Note di Colonia IV Acqua di Parma for women and men,Acqua di Parma,"[['amber', 100.0], ['citrus', 93.225806451613], ['sweet', 71.548469103839], ['balsamic', 69.911198064633], ['white floral', 67.257859498468], ['rose', 63.870967741935], ['woody', 58.338771182718], ['patchouli', 45.241832975041]]","{'head': ['Mandarin Orange', 'Bergamot'], 'heart': ['Orange Blossom', 'Turkish Rose'], 'base': ['Opoponax', 'Labdanum', 'Patchouli']}",4.33,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-IV-46376.html
Acqua di Parma Blu Mediterraneo - Cipresso di Toscana Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['woody', 85.215699007174], ['fresh spicy', 60.70526612266], ['green', 46.322124600014], ['herbal', 45.107419200889]]","{'head': ['Rosemary', 'Basil', 'Sage', 'Grapefruit', 'Petitgrain'], 'heart': ['Pine Tree', 'Lavender', 'Coriander', 'Cardamom', 'Jasmine', 'Lily-of-the-Valley'], 'base': ['Cypress', 'Silver Pine', 'Vetiver', 'Cedar', 'Oakmoss', 'Patchouli']}",3.95,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Cipresso-di-Toscana-1686.html
Osmanthus Eau de Parfum Acqua di Parma for women and men,Acqua di Parma,"[['floral', 100.0], ['fresh', 61.716425030435], ['fruity', 60.900573591876], ['citrus', 57.294959031878], ['musky', 44.926555052226], ['soft spicy', 44.825842546549]]","{'head': ['Neroli', 'Green Mandarin'], 'heart': ['Peony', 'Ambrette (Musk Mallow)', 'Pink Pepper'], 'base': ['Osmanthus', 'Patchouli']}",3.86,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Osmanthus-Eau-de-Parfum-56006.html
Mirto Di Panarea Summer Edition Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['citrus', 77.329661858849], ['fresh spicy', 72.159107304063], ['herbal', 59.431965736569], ['marine', 53.863787197382], ['balsamic', 45.908999097246], ['green', 45.908999097246]]","{'head': ['Lemon', 'Myrtle', 'Basil', 'Bergamot'], 'heart': ['Sea Notes', 'Jasmine', 'Rose'], 'base': ['Mastic or Lentisque', 'Amber', 'Juniper', 'Cedar']}",3.14,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Mirto-Di-Panarea-Summer-Edition-107786.html
Camelia Eau de Parfum Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['floral', 83.374822779916], ['powdery', 78.853884725623], ['musky', 69.447687086103], ['soft spicy', 66.385324028895], ['aromatic', 61.353992131735], ['white floral', 56.250053703056], ['warm spicy', 51.875187960695], ['fresh spicy', 50.416612963611], ['lactonic', 48.666752591556]]","{'head': ['Calabrian bergamot', 'Yellow Mandarin', 'Pink Pepper', 'Cardamom'], 'heart': ['Camelia', 'Jasmine Sambac', 'Clary Sage'], 'base': ['Musk', 'Benzoin']}",3.78,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Camelia-Eau-de-Parfum-56005.html
Note di Colonia I Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['woody', 92.520512532314], ['violet', 77.956614589187], ['powdery', 74.8437675621], ['fresh spicy', 74.33910306845], ['floral', 73.665842418793], ['lavender', 69.543104417219], ['aromatic', 69.290772170395], ['rose', 67.019219961785], ['patchouli', 61.971451050916]]","{'head': ['Bergamot', 'Neroli'], 'heart': ['Violet', 'Lavender', 'Damask Rose'], 'base': ['Patchouli', 'Cedar']}",4.14,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-I-39624.html
Buongiorno Acqua di Parma for women and men,Acqua di Parma,"[['fresh spicy', 100.0], ['green', 97.732383432003], ['aromatic', 93.952406352157], ['citrus', 71.828542457738], ['fresh', 60.917809593722], ['herbal', 51.670266644838], ['woody', 49.553849160034]]","{'head': ['Spearmint', 'Basil', 'Lemon', 'Petitgrain', 'Rosemary'], 'heart': ['Mandarin Leaf', 'Wild Lavender'], 'base': ['White Musk', 'Cedarwood', 'Amber']}",4.42,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Buongiorno-103426.html
Note di Colonia II Acqua di Parma for women and men,Acqua di Parma,"[['woody', 100.0], ['aromatic', 97.814544367048], ['citrus', 90.711268395409], ['fresh spicy', 87.372244582622], ['warm spicy', 59.991464280819], ['green', 59.627294363933], ['powdery', 58.048497838033], ['musky', 51.855864724427], ['earthy', 46.39200757623], ['herbal', 45.72429004]]","{'head': ['Basil', 'Bergamot', 'Cardamom', 'Orange', 'Grapefruit'], 'heart': ['Sandalwood', 'Guaiac Wood'], 'base': ['Vetiver', 'Musk']}",4.33,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-II-39625.html
Acqua Nobile Magnolia Acqua di Parma for women,Acqua di Parma,"[['citrus', 100.0], ['floral', 70.578903711896], ['white floral', 70.201493053155], ['fresh', 49.82760765881], ['green', 40.342987488768]]","{'head': ['Citron', 'Lemon', 'Neroli', 'Bergamot', 'Mandarin Orange'], 'heart': ['Magnolia', 'Lily-of-the-Valley', 'Freesia', 'Jasmine', 'Orange Blossom'], 'base': ['Vanilla', 'Musk']}",4.05,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-Nobile-Magnolia-17486.html
Iris Nobile Edizione Speziale Acqua di Parma for women,Acqua di Parma,"[['citrus', 100.0], ['iris', 100.0], ['woody', 94.441163672531], ['yellow floral', 89.706180974286], ['earthy', 83.94138123951], ['floral', 80.132508650878], ['sweet', 75.500507656286], ['powdery', 75.088580841673], ['musky', 74.676654027061], ['anis', 69.117817699592]]","{'head': ['Mandarin Orange', 'Anise', 'Bergamot'], 'heart': ['Iris', 'Ylang-Ylang'], 'base': ['Ambrette (Musk Mallow)', 'Patchouli', 'oak moss']}",3.88,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Iris-Nobile-Edizione-Speziale-8383.html
Colonia Futura Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['aromatic', 95.544336331926], ['fresh spicy', 54.451991922159], ['woody', 53.970687228444], ['lavender', 51.453705403586], ['herbal', 50.573710299247], ['soft spicy', 50.546172204883], ['earthy', 48.483262958203]]","{'head': ['Lemon', 'Bergamot', 'Grapefruit', 'Pink Pepper'], 'heart': ['Lavender', 'Sage'], 'base': []}",3.84,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Futura-62332.html
Colonia Assoluta Edizione Speciale 2013 Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['woody', 88.025969668501], ['warm spicy', 74.210575761643], ['aromatic', 63.157696953429], ['earthy', 61.315863642464], ['musky', 53.947121191786], ['sweet', 53.026439404107], ['mossy', 48.421151523285], ['yellow floral', 48.421151523285], ['white floral', 48.421151523285]]","{'head': ['Sweet Orange', 'Bitter Orange', 'Bergamot', 'Lemon Verbena'], 'heart': ['Pimento', 'Pink Pepper', 'Ylang-Ylang', 'Jasmine', 'Vetiver', 'Cedar', 'Cardamom'], 'base': ['Moss', 'Musk', 'Amber', 'Patchouli']}",4.2,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Assoluta-Edizione-Speciale-2013-19636.html
Acqua Nobile Rosa Acqua di Parma for women,Acqua di Parma,"[['rose', 100.0], ['floral', 96.635654633772], ['citrus', 83.111609507602], ['fruity', 62.111767291415], ['musky', 58.543486346065], ['fresh spicy', 56.980637672013], ['powdery', 48.485557145916], ['animalic', 44.475875981922]]","{'head': ['Mandarin Orange', 'Bergamot', 'Black Currant'], 'heart': ['Rose', 'Damask Rose', 'Freesia', 'Cyclamen', 'Black Pepper'], 'base': ['Musk', 'Ambergris']}",3.87,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-Nobile-Rosa-29971.html
Arancia di Capri La Riserva Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['musky', 60.073987156292], ['amber', 49.3581036167], ['fruity', 43.481442518338], ['fresh spicy', 42.790153927967]]","{'head': ['Blood Orange', 'Bigarade', 'Mandarin', 'Petitgrain'], 'heart': ['Mineral notes', 'Basil', 'Salt', 'Rosemary'], 'base': ['Ambrettolide', 'Suede', 'Cedarwood']}",4.1,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Arancia-di-Capri-La-Riserva-107109.html
Zafferano Collector Edition Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['warm spicy', 87.546296978358], ['aromatic', 81.604593603135], ['vanilla', 72.488103481297], ['fresh spicy', 70.371922742608], ['rose', 60.930064675811], ['white floral', 54.418580667973], ['patchouli', 52.790709666014], ['sweet', 51.081367768169], ['metallic', 50.348645343784]]","{'head': ['Bitter Orange', 'Coriander', 'Bergamot', 'Mandarin Orange'], 'heart': ['Saffron', 'Geranium', 'Rose', 'Orange Blossom', 'Jasmine Sambac'], 'base': ['Vanilla', 'Patchouli', 'Tonka']}",3.63,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Zafferano-Collector-Edition-83303.html
Iris Nobile Sublime Acqua di Parma for women,Acqua di Parma,"[['white floral', 100.0], ['citrus', 69.420341447517], ['iris', 62.753591215623], ['woody', 57.263656647196], ['sweet', 54.115771265261], ['powdery', 51.043345283161], ['yellow floral', 49.130537240843], ['violet', 46.376795607812], ['floral', 44.985534859234]]","{'head': ['Neroli', 'Mandarin Orange'], 'heart': ['Tuscan Iris', 'Jasmine Sambac', 'Orange Blossom', 'Ylang-Ylang'], 'base': ['Birch', 'Black locust', 'Cedar']}",4.04,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Iris-Nobile-Sublime-15724.html
Acqua di Parma Blu Mediterraneo - Mandorlo di Sicilia Acqua di Parma for women and men,Acqua di Parma,"[['vanilla', 100.0], ['almond', 97.716898220072], ['sweet', 94.760175773448], ['powdery', 89.799991122553], ['fruity', 78.794620267211], ['soft spicy', 73.268942252208], ['nutty', 70.629766079276], ['anis', 70.402947312353], ['floral', 64.706378445559], ['citrus', 58.955124506192]]","{'head': ['Green Almond', 'Star Anise', 'Orange', 'Bergamot'], 'heart': ['White Peach', 'Ylang-Ylang', 'Jasmine'], 'base': ['Bourbon Vanilla', 'Tolu Balsam', 'White Musk', 'Cedar']}",4.11,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Mandorlo-di-Sicilia-1688.html
Yuzu Eau de Parfum Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['floral', 78.999924236685], ['fresh spicy', 64.372300931889], ['ozonic', 58.130161375862], ['green', 57.751344798848], ['aquatic', 57.194484430639], ['powdery', 56.081142510796], ['sweet', 52.599060534889], ['yellow floral', 52.38578680203]]","{'head': ['Yuzu', 'Calabrian bergamot', 'Sichuan Pepper'], 'heart': ['Lotus', 'Mimosa', 'Violet Leaf', 'Jasmine'], 'base': ['Musk', 'Sandalwood', 'Licorice']}",3.77,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Yuzu-Eau-de-Parfum-56004.html
Acqua di Parma Colonia Pura Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['ozonic', 69.911167647215], ['aromatic', 65.435204325012], ['fresh spicy', 55.998356919489], ['green', 54.108390311125], ['white floral', 53.54889489585], ['woody', 52.380187629194], ['musky', 52.006943340224], ['yellow floral', 48.898553029098], ['powdery', 46.41198918747]]","{'head': ['Ozonic notes', 'Bergamot', 'Orange', 'Petitgrain'], 'heart': ['Narcissus', 'Jasmine Sambac', 'Coriander'], 'base': ['White Musk', 'Cedar', 'Patchouli']}",4.01,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Pura-45876.html
Peonia Nobile Edizione Speciale Acqua di Parma for women,Acqua di Parma,"[['floral', 100.0], ['fresh', 85.999802117344], ['rose', 83.344711586029], ['amber', 75.861778965074], ['fresh spicy', 75.861778965074], ['fruity', 73.448105273573], ['patchouli', 61.379242109429], ['warm spicy', 61.137825269615], ['sweet', 60.413574750173], ['woody', 48.827545265657]]","{'head': ['Raspberry', 'Black Pepper'], 'heart': ['Peony', 'Geranium'], 'base': ['Amber', 'Patchouli']}",3.89,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Peonia-Nobile-Edizione-Speciale-43256.html
Oud Eau de Parfum Acqua di Parma for women and men,Acqua di Parma,"[['woody', 100.0], ['citrus', 79.201447074695], ['oud', 76.153697239548], ['leather', 66.719943859309], ['aromatic', 63.250836363196], ['powdery', 58.592187490547], ['fresh spicy', 56.081404001234], ['animalic', 51.342294871717], ['musky', 49.883846847228], ['balsamic', 46.763259305864]]","{'head': ['Orange', 'Calabrian bergamot'], 'heart': ['Agarwood (Oud)', 'Amyris', 'Coriander'], 'base': ['Leather', 'Sandalwood', 'Musk', 'Cedar', 'Patchouli']}",4.28,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Eau-de-Parfum-55998.html
Profumo Eau de Parfum Acqua di Parma for women,Acqua di Parma,"[['woody', 100.0], ['floral', 59.105874138082], ['yellow floral', 57.650519333159], ['amber', 56.92304559076], ['rose', 56.92304559076], ['musky', 55.686014372582], ['aromatic', 53.757760903087], ['powdery', 50.810799802159], ['earthy', 50.37415262867], ['citrus', 49.901253964098]]","{'head': ['Ylang-Ylang', 'Bergamot', 'Peony'], 'heart': ['Labdanum', 'Bulgarian Rose', 'Jasmine'], 'base': ['Sandalwood', 'Vetiver', 'Patchouli', 'Musk']}",4.44,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Profumo-Eau-de-Parfum-6909.html
Colonia Intensa Acqua di Parma for men,Acqua di Parma,"[['citrus', 100.0], ['fresh spicy', 80.657198222894], ['aromatic', 73.807484166745], ['warm spicy', 68.822490310993], ['woody', 59.615925418281], ['fresh', 55.020500519898], ['leather', 51.976734568485], ['herbal', 48.115783627942], ['amber', 46.332947348521]]","{'head': ['Calabrian bergamot', 'Ginger', 'Cardamom', 'Sicilian Lemon'], 'heart': ['Neroli', 'Artemisia', 'Myrtle'], 'base': ['Leather', 'Cedar', 'Benzoin', 'Musk', 'Patchouli']}",4.25,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-1684.html
Zafferano Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['warm spicy', 84.019048341808], ['aromatic', 82.435986946953], ['white floral', 73.909235789633], ['vanilla', 70.386658571754], ['fresh spicy', 69.876147833346], ['rose', 61.400394627002], ['woody', 61.170372618957], ['metallic', 54.762692570388], ['sweet', 54.660696668437]]","{'head': ['Coriander', 'Bitter Orange', 'Mandarin Orange', 'Bergamot'], 'heart': ['Saffron', 'Geranium', 'Orange Blossom', 'Jasmine Sambac', 'Rose'], 'base': ['Woody Notes', 'Vanilla', 'Tonka Bean']}",4.14,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Zafferano-73365.html
Magnolia Infinita Acqua di Parma for women,Acqua di Parma,"[['citrus', 100.0], ['floral', 77.290100378772], ['white floral', 56.717646866333], ['musky', 48.999075566318], ['yellow floral', 45.436856271015], ['fresh spicy', 44.071353190932]]","{'head': ['Calabrian bergamot', 'Lemon', 'Orange'], 'heart': ['Magnolia', 'Jasmine Sambac', 'Ylang-Ylang', 'Rose'], 'base': ['Musk', 'Patchouli']}",3.81,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Magnolia-Infinita-75188.html
Blue Mediterraneo Mirto di Panarea Limited Edition 2024 Acqua di Parma for women and men,Acqua di Parma,"[['aromatic', 100.0], ['citrus', 94.16688664659], ['fresh spicy', 86.960721462319], ['woody', 66.372486168201], ['white floral', 62.026311394601], ['amber', 55.163314890935], ['herbal', 55.049051033546], ['fresh', 47.385453311281]]","{'head': ['Italian Lemon', 'Bergamot', 'Myrtle', 'Basil'], 'heart': ['Jasmine', 'Damask Rose'], 'base': ['Amber', 'Cedarwood', 'Juniper']}",3.86,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Blue-Mediterraneo-Mirto-di-Panarea-Limited-Edition-2024-95862.html
Mandarino Millesimato 2022 Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['green', 50.817451282208], ['fresh spicy', 48.504271244186], ['aromatic', 46.556422453746], ['woody', 44.42600546118]]","{'head': ['Mandarin Orange', 'Bergamot', 'Blood Orange', 'Lemon'], 'heart': ['Petitgrain', 'Spearmint'], 'base': ['Cedar', 'Musk', 'Patchouli']}",4.43,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Mandarino-Millesimato-2022-92459.html
Oud & Spice Acqua di Parma for men,Acqua di Parma,"[['warm spicy', 100.0], ['oud', 80.216703384739], ['rose', 68.904065691969], ['sweet', 58.198678149409], ['fruity', 56.487883036251], ['amber', 52.073302623673], ['soft spicy', 50.859202884038], ['cinnamon', 50.417784898858], ['patchouli', 50.141798517925], ['woody', 49.83817344282]]","{'head': ['Rose', 'Raspberry', 'Bergamot'], 'heart': ['Cloves', 'Pink Pepper', 'Cinnamon'], 'base': ['Agarwood (Oud)', 'Labdanum', 'Patchouli']}",3.92,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Spice-68516.html
Mandarino di Sicilia Acqua di Parma for women and men,Acqua di Parma,"[['citrus', 100.0], ['green', 56.784596243378], ['fresh spicy', 48.051452881682], ['aromatic', 42.949711029058], ['woody', 40.751324450153]]","{'head': ['Green Mandarin', 'Blood Orange', 'Bergamot', 'Lemon'], 'heart': ['Spearmint', 'Petitgrain'], 'base': ['Musk', 'Cedar', 'Patchouli']}",4.19,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Mandarino-di-Sicilia-92455.html
Rosa Nobile Acqua di Parma for women,Acqua di Parma,"[['rose', 100.0], ['floral', 84.729408727085], ['fresh', 64.85251742835], ['citrus', 58.832842757552], ['powdery', 58.732713658663], ['musky', 55.411102504518], ['fresh spicy', 49.08236509166], ['violet', 47.416679576556], ['woody', 46.80289181513]]","{'head': ['Mandarin Orange', 'Pepper', 'Bergamot'], 'heart': ['Rose', 'Peony', 'Violet', 'Lily-of-the-Valley'], 'base': ['Musk', 'Cedar', 'Ambergris']}",3.91,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Rosa-Nobile-26577.html
Peonia Nobile Hair Mist Acqua di Parma for women,Acqua di Parma,"[['floral', 100.0], ['rose', 91.250096250096], ['fresh', 70.0], ['musky', 67.500192500192], ['fresh spicy', 55.0], ['fruity', 55.0], ['sweet', 51.250096250096], ['powdery', 50.624855624856], ['warm spicy', 44.375144375144]]","{'head': ['Raspberry', 'Pepper'], 'heart': ['Peony', 'Rose', 'Geranium', 'Freesia'], 'base': ['Musk', 'Amber', 'Patchouli']}",3.59,0,Fragrantica,https://www.fragrantica.com/perfume/Acqua-di-Parma/Peonia-Nobile-Hair-Mist-53651.html
